Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame
1res_B2EON;72;-6,49;-3,41;4,13
1res_B2EON;73;-6,06;-1,98;4,63
1res_B2EON;74;-5,73;-2,82;3,94
1res_B2EON;75;-5,76;-2,1;3,62
1res_B2EON;76;-5,34;-0,1;3,88
1res_B2EON;77;-6,21;-0,07;3,79
1res_B2EON;78;-5,95;0,54;4,64
1res_B2EON;79;-6,34;0,49;5,71
1res_B2EON;80;-5,9;1,99;4,01
1res_B2EON;81;-4,93;1,98;5,18
1res_B2EON;82;-5,02;1,97;5,18
1res_B2EON;83;-5,32;1,77;6,33
1res_B2EON;84;-6,02;2,16;7,19
1res_B2EON;85;-6,41;2,1;7,18
1res_B2EON;86;-6,43;2,74;6,9
1res_B2EON;87;-7,8;2,78;6,77
1res_B2EON;88;-7,88;4,51;7,1
1res_B2EON;89;-7,42;3,53;6,48
1res_B2EON;90;-6,62;2,4;8,12
1res_B3EON;1;0;0;0
1res_B3EON;2;1,16;1,04;-0,35
1res_B3EON;3;-0,02;-1,54;-0,42
1res_B3EON;4;-0,27;0,38;-0,19
1res_B3EON;5;-2,45;-1,43;1,51
1res_B3EON;6;-3,34;-1,11;2,38
1res_B3EON;7;-5,68;-5,88;2,09
1res_B3EON;8;-8,62;-6,63;2,71
1res_B3EON;9;-9,1;-7,25;2,63
1res_B3EON;10;-9,06;-7,03;3,3
1res_B3EON;11;-10,42;-8,98;3,04
1res_B3EON;12;-10,53;-12,36;6,67
1res_B3EON;13;-8,9;-14,18;7,73
1res_B3EON;14;-10,04;-13,15;8,09
1res_B3EON;15;-9,81;-10,1;6,42
1res_B3EON;16;-7,64;-6,57;4,9
1res_B3EON;17;-8,66;-3,92;2,08
1res_B3EON;18;-7,94;-3,44;-0,25
1res_B3EON;19;-8,04;-2,56;-0,64
1res_B3EON;20;-9,37;-0,69;-1,57
1res_B3EON;21;-10,89;-0,81;-0,55
1res_B3EON;22;-12,95;-1,66;-3,61
1res_B3EON;23;-12,86;2,63;-6,74
1res_B3EON;24;-13,54;3,3;-4,73
1res_B3EON;25;-14,24;3,42;-6,52
1res_B3EON;26;-13,1;4,63;-7,56
1res_B3EON;27;-15,33;3,24;-8,82
1res_B3EON;28;-17,29;3,11;-11,15
1res_B3EON;29;-18,58;3,24;-12,36
1res_B3EON;30;-19,84;3,55;-13,34
1res_B3EON;31;-21,62;1,44;-14,67
1res_B3EON;32;-20,96;1,85;-15,76
