Track name;Time;Displacement X Reference Frame;Displacement Y Reference Frame;Displacement Z Reference Frame;Position X Reference Frame;Position Y Reference Frame;Position Z Reference Frame;Velocity Angle X Reference Frame;Velocity Angle Y Reference Frame;Velocity Angle Z Reference Frame
1ng_D1EON;64;14,64;74,83;37,34;65,99;40,04;-44,31;59,71;107,12;144,27
1ng_D1Skin;64;6,18;20,32;20,41;79,61;8,84;-56,58;37,6;69,33;60,16
1ng_D2EON;64;27,96;51,09;12,47;58,85;35,6;-37,07;42,78;126,38;109,32
1ng_D2Skin;64;-1,82;1,79;9,33;105,21;27,27;-80,61;93,26;65,81;24,44
1ng_E1EON;64;-36,33;54,81;42,47;-73,75;19,89;-76,59;73,78;111,39;152,66
1ng_E1Skin;64;-0,93;11,09;26,83;4,33;-49,8;-69,35;90;90;90
1ng_E2EON;64;22,45;54,5;48,24;74,34;15,9;-63,52;58,24;106,61;143,21
1ng_E2Skin;64;-7,38;21,42;39,46;53,06;-29,08;-74,62;90;90;90
1ng_F1EON;64;19,48;50,43;69,3;68,73;-1,23;-62,73;95,7;115,38;153,91
1ng_F1Skin;64;1,65;-5,62;13,7;102,83;-22,68;-193,22;114,14;146,45;68,16
1ng_F2EON;64;14,31;48,85;29,12;67,78;9,67;-65,19;105,16;72,83;156,78
1ng_F2Skin;64;8,71;13,77;14,94;82,34;-34,77;-128,27;90;90;90
1ng_A1EON;65;-23,92;9,6;2,54;-54,76;50,58;-18,76;140,77;129,16;91,99
1ng_A1Skin;65;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;65;42,9;12,01;-14,98;46,71;67,4;-14,37;58,71;106,77;143,55
1ng_A2Skin;65;12,61;12,21;0,57;43,62;32,18;-12,83;15,67;88,44;105,59
1ng_B1EON;65;33,83;5,08;-14,93;52,4;63,83;-16,84;74,94;150,62;114,6
1ng_B1Skin;65;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;65;47,41;14,08;-16,84;52,65;58,76;-20,72;66,64;138,65;121,91
1ng_B2Skin;65;-2,11;12,69;9,05;78,76;77,06;-28,35;10,5;79,87;87,29
1ng_C1EON;65;-20,89;19,48;13,37;-49,04;24,91;-21,14;83,38;113,59;155,4
1ng_C1Skin;65;-11,15;8,44;12,53;-89,48;45,27;-47,36;144,27;110,14;118,15
1ng_C2EON;65;31,68;50,09;16,25;52,5;23,76;-31,76;59,15;106,93;143,87
1ng_C2Skin;65;2,73;17,13;14,65;57,49;9,33;-35,94;90;90;90
1ng_D1EON;65;15,58;74,29;35,83;66,92;39,49;-45,81;45,97;132,95;103,27
1ng_D1Skin;65;6,18;20,32;20,41;79,61;8,84;-56,58;90;90;90
1ng_D2EON;65;29,67;50,63;10,9;60,56;35,15;-38,65;39,18;127,52;99,66
1ng_D2Skin;65;-1,72;4,1;14,31;105,3;29,58;-75,63;93,29;65,81;24,44
1ng_E1EON;65;-35,99;54,16;40,95;-73,41;19,25;-78,1;101,4;115,79;151,46
1ng_E1Skin;65;-0,93;11,09;26,83;4,33;-49,8;-69,35;90;90;90
1ng_E2EON;65;21,46;53,47;46,36;73,35;14,88;-65,4;99,64;115,69;152,32
1ng_E2Skin;65;-7,38;21,42;39,46;53,06;-29,08;-74,62;90;90;90
1ng_F1EON;65;19,11;49,66;67,76;68,36;-1,99;-64,27;55,6;105,67;141,24
1ng_F1Skin;65;1,65;-5,62;13,7;102,83;-22,68;-193,22;90;90;90
1ng_F2EON;65;13,33;51,2;27,34;66,8;12,02;-66,97;100,17;69,54;156,95
1ng_F2Skin;65;8,71;13,77;14,94;82,34;-34,77;-128,27;90;90;90
1ng_A1EON;66;-26,34;8,76;1,54;-57,19;49,74;-19,76;92,89;173,19;96,17
1ng_A1Skin;66;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;66;43,85;11,88;-15,58;47,66;67,27;-14,97;71,58;153,68;108,13
1ng_A2Skin;66;11,26;12,17;0,95;42,27;32,14;-12,46;142,01;81,32;53,36
1ng_B1EON;66;33,85;5,69;-16,02;52,41;64,43;-17,94;33,43;96,71;122,57
1ng_B1Skin;66;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;66;48,1;13,99;-17,28;53,34;58,67;-21,15;21,3;91,19;111,26
1ng_B2Skin;66;-0,35;13;9,13;80,52;77,38;-28,26;10,5;79,87;87,29
1ng_C1EON;66;-19,3;19,28;12,39;-47,45;24,71;-22,12;134,86;84,79;134,68
1ng_C1Skin;66;-10,69;8,5;12,5;-89,01;45,33;-47,39;168,52;100,73;94,06
1ng_C2EON;66;31,95;49,89;15,72;52,77;23,56;-32,3;69,15;110,12;150,34
1ng_C2Skin;66;2,73;17,13;14,65;57,49;9,33;-35,94;90;90;90
1ng_D1EON;66;16,89;72,63;36,59;68,24;37,83;-45,05;37,51;127,18;94,29
1ng_D1Skin;66;6,18;20,32;20,41;79,61;8,84;-56,58;18,85;75,81;77,85
1ng_D2EON;66;31,9;47,99;11,61;62,79;32,5;-37,93;52,6;139,17;104,02
1ng_D2Skin;66;-2,13;4,04;14,34;104,89;29,52;-75,61;171,9;97,28;86,46
1ng_E1EON;66;-36,56;54,31;41,47;-73,97;19,4;-77,59;30,35;71,56;66,81
1ng_E1Skin;66;-0,93;11,09;26,83;4,33;-49,8;-69,35;90;90;90
1ng_E2EON;66;21,9;53,07;45,33;73,79;14,48;-66,43;68,29;109,86;149,86
1ng_E2Skin;66;-7,38;21,42;39,46;53,06;-29,08;-74,62;90;90;90
1ng_F1EON;66;20,8;49,8;67,47;70,05;-1,86;-64,56;36,75;69,57;60,93
1ng_F1Skin;66;1,65;-5,62;13,7;102,83;-22,68;-193,22;90;90;90
1ng_F2EON;66;13,58;50,3;25,3;67,05;11,13;-69,01;107,58;115,92;147,91
1ng_F2Skin;66;8,71;13,77;14,94;82,34;-34,77;-128,27;90;90;90
1ng_A1EON;67;-24,16;4,9;2,03;-55;45,88;-19,27;72,85;159,2;78,59
1ng_A1Skin;67;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;67;44,64;7,07;-16,7;48,45;62,45;-16,08;40,55;129,04;99,28
1ng_A2Skin;67;10,1;12,69;2,48;41,11;32,66;-10,93;154,44;86,83;64,66
1ng_B1EON;67;38,65;4,41;-18,04;57,22;63,15;-19,95;27,88;107,04;111,38
1ng_B1Skin;67;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;67;49,95;14,02;-17,83;55,19;58,71;-21,71;64,53;108,71;147,56
1ng_B2Skin;67;-0,35;13;9,13;80,52;77,38;-28,26;90;90;90
1ng_C1EON;67;-22,38;19,67;11,88;-50,53;25,1;-22,63;168,3;82,84;99,22
1ng_C1Skin;67;-11,27;8,42;12,52;-89,6;45,25;-47,37;171,34;98,64;89,41
1ng_C2EON;67;32,27;49,52;14,81;53,09;23,19;-33,2;115,47;57,96;136,93
1ng_C2Skin;67;2,73;17,13;14,65;57,49;9,33;-35,94;90;90;90
1ng_D1EON;67;18,11;72,36;35,6;69,45;37,56;-46,05;33,65;96,81;122,78
1ng_D1Skin;67;7,85;20,75;20,78;81,28;9,28;-56,21;18,85;75,81;77,85
1ng_D2EON;67;32,39;47,24;9,81;63,29;31,75;-39,73;75,89;111,93;153,52
1ng_D2Skin;67;-2,13;4,04;14,34;104,89;29,52;-75,61;118,33;72,22;34,35
1ng_E1EON;67;-31,73;55,73;42,9;-69,15;20,81;-76,16;22,64;74,3;74,11
1ng_E1Skin;67;-0,93;11,09;26,83;4,33;-49,8;-69,35;90;90;90
1ng_E2EON;67;21,81;53,15;45,54;73,7;14,56;-66,22;90;90;90
1ng_E2Skin;67;-7,38;21,42;39,46;53,06;-29,08;-74,62;84,64;107,26;18,12
1ng_F1EON;67;21,17;50,56;69,01;70,42;-1,09;-63,02;59,92;64,84;41,1
1ng_F1Skin;67;1,65;-5,62;13,7;102,83;-22,68;-193,22;90;90;90
1ng_F2EON;67;12,51;50,02;25,04;65,98;10,84;-69,27;127,64;114,08;132,75
1ng_F2Skin;67;8,71;13,77;14,94;82,34;-34,77;-128,27;90;90;90
1ng_A1EON;68;-25,13;4,9;2,36;-55,97;45,88;-18,94;132,72;113,09;128,42
1ng_A1Skin;68;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;68;46,34;9,82;-16,11;50,16;65,2;-15,5;40,77;49,93;96,3
1ng_A2Skin;68;10,15;12,24;1,48;41,15;32,21;-11,93;54,35;105,21;140,27
1ng_B1EON;68;37,55;4,46;-17,55;56,12;63,21;-19,46;100,74;115,76;151,79
1ng_B1Skin;68;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;68;49,69;12,8;-20,41;54,94;57,48;-24,28;85,18;113,93;155,54
1ng_B2Skin;68;-0,35;13;9,13;80,52;77,38;-28,26;109,74;69,57;29,06
1ng_C1EON;68;-21,38;19,54;12,05;-49,53;24,97;-22,46;11,73;97,19;80,78
1ng_C1Skin;68;-11,44;8,39;12,5;-89,77;45,21;-47,38;106,94;68,8;27,67
1ng_C2EON;68;30,42;51,77;13,12;51,24;25,45;-34,89;123,42;56,76;129,01
1ng_C2Skin;68;2,73;17,13;14,65;57,49;9,33;-35,94;90;90;90
1ng_D1EON;68;19,16;72,31;35,12;70,5;37,51;-46,52;12,76;86,88;102,37
1ng_D1Skin;68;7,85;20,75;20,78;81,28;9,28;-56,21;161,15;104,19;102,15
1ng_D2EON;68;32,39;47,24;9,81;63,29;31,75;-39,73;36,6;98,09;125,41
1ng_D2Skin;68;-2,59;4,34;15,13;104,43;29,82;-74,81;110,76;69,86;29,61
1ng_E1EON;68;-31,73;55,73;42,9;-69,15;20,81;-76,16;157,37;105,7;105,89
1ng_E1Skin;68;-0,93;11,09;26,83;4,33;-49,8;-69,35;90;90;90
1ng_E2EON;68;21,9;53,07;45,33;73,79;14,48;-66,43;93,23;69,81;159,53
1ng_E2Skin;68;-7,1;20,54;42,27;53,33;-29,96;-71,81;84,64;107,26;18,12
1ng_F1EON;68;22,09;50,89;69,42;71,35;-0,76;-62,61;29,57;71,81;67,53
1ng_F1Skin;68;1,65;-5,62;13,7;102,83;-22,68;-193,22;10,45;85,47;99,4
1ng_F2EON;68;13,19;50,05;24,87;66,66;10,87;-69,44;65,33;108,96;148,07
1ng_F2Skin;68;8,71;13,77;14,94;82,34;-34,77;-128,27;99,71;115,7;152,28
1ng_A1EON;69;-25,83;3,94;0,5;-56,67;44,91;-20,8;115,79;142,92;114,69
1ng_A1Skin;69;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;69;47,55;9,54;-17,12;51,37;64,93;-16,5;54,4;115,54;133,58
1ng_A2Skin;69;11,26;12,17;0,95;42,27;32,14;-12,46;25,57;93,18;115,34
1ng_B1EON;69;38,53;4,11;-18,64;57,09;62,86;-20,55;60,4;133,43;122,17
1ng_B1Skin;69;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;69;50,27;12,48;-21,3;55,51;57,16;-25,17;35,55;97,63;124,47
1ng_B2Skin;69;-0,67;13,33;9,95;80,2;77,7;-27,45;170,57;95,3;82,22
1ng_C1EON;69;-21,12;19,51;12,09;-49,27;24,94;-22,42;69,9;92,55;20,28
1ng_C1Skin;69;-11,55;8,77;13,37;-89,88;45,59;-46,51;59,86;143,04;70,67
1ng_C2EON;69;30,29;51,49;12,55;51,11;25,16;-35,46;25,97;114,79;97,26
1ng_C2Skin;69;2,73;17,13;14,65;57,49;9,33;-35,94;90;90;90
1ng_D1EON;69;19,72;72,45;35,24;71,06;37,65;-46,4;24,46;92,67;114,29
1ng_D1Skin;69;6,18;20,32;20,41;79,61;8,84;-56,58;90;90;90
1ng_D2EON;69;34,01;46,95;8,64;64,9;31,47;-40,9;48,16;102,86;135,32
1ng_D2Skin;69;-2,62;4,51;15,52;104,41;29,99;-74,43;93,24;65,81;24,44
1ng_E1EON;69;-31,99;55,65;42,82;-69,4;20,74;-76,24;157,37;105,7;105,89
1ng_E1Skin;69;-0,93;11,09;26,83;4,33;-49,8;-69,35;69,82;118,77;36,31
1ng_E2EON;69;21,65;54,13;42,89;73,54;15,53;-68,87;90,03;78,11;168,12
1ng_E2Skin;69;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;69;22,09;50,89;69,42;71,35;-0,76;-62,61;81,38;64,38;27,24
1ng_F1Skin;69;3,28;-5,49;13,43;104,46;-22,55;-193,49;10,45;85,47;99,4
1ng_F2EON;69;13,1;49,56;23,84;66,57;10,38;-70,47;127,65;114,08;132,75
1ng_F2Skin;69;8,68;13,67;14,74;82,3;-34,87;-128,47;99,71;115,7;152,28
1ng_A1EON;70;-26,92;1,61;0,64;-57,76;42,59;-20,66;132,35;133,43;105,77
1ng_A1Skin;70;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;70;49,48;7,5;-19,82;53,29;62,88;-19,21;59,06;121,92;132,49
1ng_A2Skin;70;11,26;12,17;0,95;42,27;32,14;-12,46;90;90;90
1ng_B1EON;70;39,66;1,53;-19,82;58,22;60,28;-21,73;57,87;147,09;96,41
1ng_B1Skin;70;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;70;51,79;12,46;-21,86;57,03;57,14;-25,74;37,92;65,22;116,71
1ng_B2Skin;70;-2,59;12,79;9,44;78,28;77,17;-27,96;144,7;82,48;55,74
1ng_C1EON;70;-20,89;19,48;13,37;-49,04;24,91;-21,14;153,11;94,47;116,46
1ng_C1Skin;70;-8,74;4,09;14,28;-87,07;40,92;-45,6;54,75;143,34;81,2
1ng_C2EON;70;34,39;49,92;12,56;55,21;23,6;-35,45;49,75;56,76;122,08
1ng_C2Skin;70;2,73;17,13;14,65;57,49;9,33;-35,94;27,95;72,37;69,05
1ng_D1EON;70;20,2;72,25;34,65;71,55;37,46;-46,99;40,4;99,7;128,75
1ng_D1Skin;70;7,85;20,75;20,78;81,28;9,28;-56,21;18,85;75,81;77,85
1ng_D2EON;70;34,67;46,48;7,38;65,57;30,99;-42,16;58,35;106,65;143,29
1ng_D2Skin;70;-2,62;4,51;15,52;104,41;29,99;-74,43;90;90;90
1ng_E1EON;70;-33,44;55,22;42,39;-70,86;20,31;-76,67;120,55;98,85;147,93
1ng_E1Skin;70;-0,09;9,91;28,81;5,17;-50,98;-67,38;69,82;118,77;36,31
1ng_E2EON;70;21,9;53,77;42,03;73,78;15,17;-69,73;76,02;111,96;153,57
1ng_E2Skin;70;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;70;22,76;52,81;73,36;72,01;1,16;-58,67;81,39;29,69;61,84
1ng_F1Skin;70;3,28;-5,49;13,43;104,46;-22,55;-193,49;90;90;90
1ng_F2EON;70;12,03;49,27;23,58;65,5;10,09;-70,73;109,67;115,89;146,55
1ng_F2Skin;70;8,68;13,67;14,74;82,3;-34,87;-128,47;90;90;90
1ng_A1EON;71;-29,09;0,6;-0,82;-59,93;41,58;-22,11;133,75;112,86;127,52
1ng_A1Skin;71;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;71;49,46;7,59;-19,62;53,27;62,97;-19;170,57;99,38;91,04
1ng_A2Skin;71;11,26;12,17;0,95;42,27;32,14;-12,46;90;90;90
1ng_B1EON;71;41,23;-0,16;-19,2;59,79;58,59;-21,12;45,43;134,36;97,88
1ng_B1Skin;71;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;71;53,75;14,33;-23,28;58,99;59,01;-27,15;22,82;91,91;112,74
1ng_B2Skin;71;-7,12;14,37;14,4;73,75;78,74;-22,99;130,27;76,54;43,4
1ng_C1EON;71;-22,64;19,38;11,33;-50,79;24,81;-23,18;133,2;97,1;135,93
1ng_C1Skin;71;-8,23;4,15;14,25;-86,56;40,98;-45,64;90;90;90
1ng_C2EON;71;34,44;55;9,14;55,25;28,68;-38,87;74,88;34,69;120,39
1ng_C2Skin;71;4,85;17,86;15,51;59,61;10,06;-35,08;27,95;72,37;69,05
1ng_D1EON;71;21,33;72,09;33,91;72,68;37,3;-47,73;27,37;94,01;117,03
1ng_D1Skin;71;7,85;20,75;20,78;81,28;9,28;-56,21;90;90;90
1ng_D2EON;71;35,4;46,19;6,52;66,29;30,71;-43,02;57,92;106,5;142,97
1ng_D2Skin;71;-2,62;4,51;15,52;104,41;29,99;-74,43;62,32;64,59;39,23
1ng_E1EON;71;-33,77;55,11;39,85;-71,19;20,2;-79,21;116,39;100,19;151,43
1ng_E1Skin;71;-0,09;9,91;28,81;5,17;-50,98;-67,38;90;90;90
1ng_E2EON;71;22,4;52,97;40,12;74,29;14,37;-71,64;76,33;112,04;153,68
1ng_E2Skin;71;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;71;23,15;57,02;72,75;72,4;5,37;-59,28;64,4;26,52;83,54
1ng_F1Skin;71;3,28;-5,49;13,43;104,46;-22,55;-193,49;90;90;90
1ng_F2EON;71;12,93;49,34;23,42;66,4;10,16;-70,89;39;99,11;127,52
1ng_F2Skin;71;8,68;13,67;14,74;82,3;-34,87;-128,47;84,45;153,87;64,55
1ng_A1EON;72;-30,04;-0,14;-2,11;-60,88;40,84;-23,41;72,82;146,41;117,9
1ng_A1Skin;72;-4,93;21,98;10,95;-25,99;63,92;7,68;90;90;90
1ng_A2EON;72;47,72;7,21;-19,86;51,53;62,59;-19,24;165,52;102,27;97,59
1ng_A2Skin;72;11,26;12,17;0,95;42,27;32,14;-12,46;39,14;68,9;58,77
1ng_B1EON;72;41,74;-0,54;-20,22;60,3;58,2;-22,14;70,08;110,38;150,85
1ng_B1Skin;72;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;72;56,57;12,28;-23,87;61,81;56,97;-27,74;52,9;129,42;118,86
1ng_B2Skin;72;-7,89;14,7;15,4;72,98;79,08;-22;126,28;75,02;40,22
1ng_C1EON;72;-23,31;19,05;10,83;-51,46;24,47;-23,68;158,43;105,29;104,85
1ng_C1Skin;72;-8,74;4,09;14,28;-87,07;40,92;-45,6;169,95;94,81;81,19
1ng_C2EON;72;36,1;55,31;9,25;56,92;28,98;-38,77;87,15;157,04;67,24
1ng_C2Skin;72;4,85;17,86;15,51;59,61;10,06;-35,08;107,13;161,73;83,81
1ng_D1EON;72;22,7;72,06;33,37;74,04;37,26;-48,27;62,73;147;107,14
1ng_D1Skin;72;7,85;20,75;20,78;81,28;9,28;-56,21;90;90;90
1ng_D2EON;72;36,26;45,63;5;67,15;30,14;-44,54;68,15;109,82;149,77
1ng_D2Skin;72;-1,51;5,54;17,37;105,52;31,02;-72,58;62,32;64,59;39,23
1ng_E1EON;72;-35,1;54,56;39,11;-72,52;19,65;-79,94;146,74;110,89;65,37
1ng_E1Skin;72;-0,09;9,91;28,81;5,17;-50,98;-67,38;28,21;94,39;117,81
1ng_E2EON;72;22,4;52,97;40,12;74,29;14,37;-71,64;55,46;144,85;84,26
1ng_E2Skin;72;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;72;25,23;57,92;74;74,48;6,27;-58,03;36,7;69,58;60,97
1ng_F1Skin;72;3,28;-5,49;13,43;104,46;-22,55;-193,49;83,68;113,64;155,43
1ng_F2EON;72;13,25;49,02;22,62;66,72;9,84;-71,69;69,69;110,27;150,64
1ng_F2Skin;72;8,96;10,99;16,02;82,59;-37,56;-127,18;84,45;153,87;64,55
1ng_A1EON;73;-27,61;-3,57;-3,16;-58,46;37,41;-24,45;74,83;149,62;115,65
1ng_A1Skin;73;-4,93;21,98;10,95;-25,99;63,92;7,68;141,44;81,08;52,86
1ng_A2EON;73;49,1;7,51;-19,67;52,92;62,89;-19,05;44,51;101,4;132,27
1ng_A2Skin;73;12,56;12,77;1,82;43,57;32,75;-11,59;68,18;120,33;38,82
1ng_B1EON;73;42,13;-1,08;-21,53;60,7;57,66;-23,44;74,35;111,54;152,9
1ng_B1Skin;73;-12,73;8,55;10,88;19,59;69,94;7,62;90;90;90
1ng_B2EON;73;56,38;11,56;-25,39;61,62;56,24;-29,26;170,39;99,52;91,34
1ng_B2Skin;73;-7,89;14,7;15,4;72,98;79,08;-22;90;90;90
1ng_C1EON;73;-24,56;18,83;10,8;-52,71;24,26;-23,71;161,58;104,01;101,72
1ng_C1Skin;73;-10,1;4;14,54;-88,42;40,82;-45,35;168,68;93,97;79,41
1ng_C2EON;73;34,73;49,47;11,47;55,55;23,15;-36,54;103,8;156,85;71,78
1ng_C2Skin;73;3,82;14,55;15,88;58,58;6,75;-34,71;107,13;161,73;83,81
1ng_D1EON;73;22,64;69,7;33,07;73,99;34,9;-48,57;83,44;157,53;111,4
1ng_D1Skin;73;7,85;20,75;20,78;81,28;9,28;-56,21;90;90;90
1ng_D2EON;73;36,95;44,78;2,91;67,84;29,29;-46,63;77,36;112,29;154,04
1ng_D2Skin;73;-1,51;5,54;17,37;105,52;31,02;-72,58;90;90;90
1ng_E1EON;73;-35,99;54,16;40,95;-73,41;19,25;-78,1;115,31;101,07;27,94
1ng_E1Skin;73;2,43;9,69;27,47;7,69;-51,19;-68,72;28,21;94,39;117,81
1ng_E2EON;73;23,72;51,07;40,35;75,61;12,47;-71,41;55,46;144,85;84,26
1ng_E2Skin;73;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;73;24,27;57,51;73,42;73,52;5,85;-58,61;81,7;113,25;155,15
1ng_F1Skin;73;3,41;-5,96;12,36;104,59;-23,02;-194,57;83,68;113,64;155,43
1ng_F2EON;73;13,25;49,02;22,62;66,72;9,84;-71,69;101,49;54,06;141,71
1ng_F2Skin;73;8,96;10,99;16,02;82,59;-37,56;-127,18;90;90;90
1ng_A1EON;74;-28,8;-4,21;-4,15;-59,64;36,77;-25,45;135,15;112,55;126,31
1ng_A1Skin;74;-5,52;22,1;11,4;-26,58;64,04;8,13;141,44;81,08;52,86
1ng_A2EON;74;49,43;6,73;-21,47;53,24;62,11;-20,85;61,91;151,16;96,04
1ng_A2Skin;74;12,15;10,95;2,82;43,16;30,93;-10,59;107,02;158;76,46
1ng_B1EON;74;42,11;-1,05;-21,45;60,68;57,69;-23,37;11,27;86;100,53
1ng_B1Skin;74;-12,73;8,55;10,88;19,59;69,94;7,62;11,63;86,22;100,99
1ng_B2EON;74;55,91;12,17;-23,88;61,16;56,86;-27,75;57,3;139,91;69,49
1ng_B2Skin;74;-7,89;14,7;15,4;72,98;79,08;-22;90;90;90
1ng_C1EON;74;-25,01;18,61;10,47;-53,16;24,04;-24,04;138,12;111,83;123,68
1ng_C1Skin;74;-10,1;4;14,54;-88,42;40,82;-45,35;120,82;73,07;36,11
1ng_C2EON;74;34,56;49,36;11,27;55,37;23,03;-36,74;127,92;114,03;132,52
1ng_C2Skin;74;3,82;14,55;15,88;58,58;6,75;-34,71;90;90;90
1ng_D1EON;74;23,02;69,41;32,33;74,37;34,62;-49,31;97,39;115,53;153,28
1ng_D1Skin;74;7,85;20,75;20,78;81,28;9,28;-56,21;90;90;90
1ng_D2EON;74;37,03;44,3;1,84;67,92;28,81;-47,7;95,24;115,34;154,06
1ng_D2Skin;74;-1,51;5,54;17,37;105,52;31,02;-72,58;171,9;97,33;86,55
1ng_E1EON;74;-35,99;54,16;40,95;-73,41;19,25;-78,1;109,88;99,8;157,66
1ng_E1Skin;74;2,43;9,69;27,47;7,69;-51,19;-68,72;151,79;85,62;62,2
1ng_E2EON;74;23,72;51,07;40,35;75,61;12,47;-71,41;81,39;113,19;155,1
1ng_E2Skin;74;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;74;25,69;56,66;71,09;74,95;5;-60,94;60,14;107,27;144,58
1ng_F1Skin;74;3,41;-5,96;12,36;104,59;-23,02;-194,57;90;90;90
1ng_F2EON;74;12,8;50,35;20,84;66,27;11,17;-73,47;104,16;64,14;149,99
1ng_F2Skin;74;8,96;10,99;16,02;82,59;-37,56;-127,18;90;90;90
1ng_A1EON;75;-28,61;-4,1;-3,99;-59,45;36,88;-25,28;33,59;70,52;63,81
1ng_A1Skin;75;-5,52;22,1;11,4;-26,58;64,04;8,13;161,27;90,04;71,27
1ng_A2EON;75;51,42;3,2;-20,18;55,23;58,59;-19,57;56,69;145,27;81,27
1ng_A2Skin;75;11,9;10,7;2,35;42,91;30,67;-11,06;114,44;115,67;143,21
1ng_B1EON;75;43,96;-0,95;-21,87;62,52;57,79;-23,78;22,48;91,75;112,41
1ng_B1Skin;75;-9,81;8,74;10,31;22,52;70,13;7,05;71,54;64,1;32,66
1ng_B2EON;75;57,56;9,88;-24,62;62,81;54,56;-28,49;55,57;141,76;104,6
1ng_B2Skin;75;-7,89;14,7;15,4;72,98;79,08;-22;13,04;87,04;102,69
1ng_C1EON;75;-25,9;18,17;9,81;-54,04;23,6;-24,7;131,92;113,26;129,11
1ng_C1Skin;75;-10,94;4,47;15,86;-89,26;41,3;-44,02;46,59;67,07;52,19
1ng_C2EON;75;34,56;49,36;11,27;55,37;23,03;-36,74;144,18;59,63;107,14
1ng_C2Skin;75;3,82;14,55;15,88;58,58;6,75;-34,71;90;90;90
1ng_D1EON;75;22,46;69,08;31,79;73,8;34,28;-49,85;131,84;113,27;129,18
1ng_D1Skin;75;7,85;20,75;20,78;81,28;9,28;-56,21;74,23;64,09;30,97
1ng_D2EON;75;36,72;43,67;0,59;67,61;28,19;-48,95;102,53;115,84;150,88
1ng_D2Skin;75;-1,92;5,48;17,39;105,11;30,96;-72,55;171,9;97,33;86,55
1ng_E1EON;75;-37,21;53,55;37,63;-74,63;18,64;-81,42;109,88;99,8;157,66
1ng_E1Skin;75;2,08;9,72;27,66;7,33;-51,16;-68,53;155,64;87,38;65,8
1ng_E2EON;75;24,03;50,25;38,47;75,92;11,65;-73,29;76,33;112,04;153,68
1ng_E2Skin;75;-7,1;20,54;42,27;53,33;-29,96;-71,81;90;90;90
1ng_F1EON;75;25,69;56,66;71,09;74,95;5;-60,94;122,23;114,9;137,2
1ng_F1Skin;75;3,41;-5,96;12,36;104,59;-23,02;-194,57;96,33;66,36;24,57
1ng_F2EON;75;12,63;50,13;20,42;66,1;10,95;-73,89;109,69;115,88;146,54
1ng_F2Skin;75;8,96;10,99;16,02;82,59;-37,56;-127,18;90;90;90
1ng_A1EON;76;-26,82;-3,41;-3,1;-57,66;37,56;-24,4;66,26;64,29;36,29
1ng_A1Skin;76;-6,31;22,09;11,67;-27,38;64,04;8,4;30,59;71,47;66,58
1ng_A2EON;76;51,92;3,01;-20,78;55,73;58,39;-20,17;51,75;104,24;138,24
1ng_A2Skin;76;11,9;10,7;2,35;42,91;30,67;-11,06;90;90;90
1ng_B1EON;76;44,38;-1,13;-22,39;62,94;57,62;-24,3;68,7;155,27;78,02
1ng_B1Skin;76;-11,95;9,62;12,95;20,37;71,01;9,69;127,69;75,55;41,33
1ng_B2EON;76;57,56;9,88;-24,62;62,81;54,56;-28,49;49,93;103,54;136,76
1ng_B2Skin;76;-5,64;14,82;14,89;75,23;79,2;-22,51;13,04;87,04;102,69
1ng_C1EON;76;-25,91;18,08;9,62;-54,06;23,5;-24,89;94,23;115,23;154,37
1ng_C1Skin;76;-5,82;6,42;18,36;-84,14;43,25;-41,53;45,56;67,3;53,09
1ng_C2EON;76;33,39;50,08;10,85;54,2;23,76;-37,17;154,88;84,15;114,34
1ng_C2Skin;76;3,82;14,55;15,88;58,58;6,75;-34,71;90;90;90
1ng_D1EON;76;22,46;69,08;31,79;73,8;34,28;-49,85;90;90;90
1ng_D1Skin;76;8,36;21,57;22,39;81,79;10,1;-54,6;74,23;64,09;30,97
